               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 478,            0.010641,           0.0046078,           0.0012042,             0.99715,                   1,               0.995,             0.95377,           0.0074132,           0.0023616,           0.0010594,           0.0005554,           0.0005554,           0.0005554
                 479,             0.01069,           0.0063074,           0.0011899,              0.9972,                   1,               0.995,             0.94531,           0.0073416,           0.0023566,           0.0010545,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010194,           0.0053438,           0.0011879,             0.99718,                   1,               0.995,             0.94791,           0.0073182,           0.0023569,           0.0010495,           0.0005158,           0.0005158,           0.0005158
                 481,            0.011388,           0.0081842,           0.0012382,             0.99726,                   1,               0.995,             0.94788,           0.0072654,           0.0023597,           0.0010479,            0.000496,            0.000496,            0.000496
                 482,            0.010586,           0.0044824,            0.001183,             0.99732,                   1,               0.995,             0.94959,           0.0075455,           0.0023984,           0.0010463,           0.0004762,           0.0004762,           0.0004762
                 483,            0.013164,           0.0049036,           0.0011331,             0.99739,                   1,               0.995,             0.95301,           0.0074217,           0.0023725,           0.0010427,           0.0004564,           0.0004564,           0.0004564
                 484,            0.011645,           0.0061262,           0.0011852,             0.99747,                   1,               0.995,             0.94559,            0.007368,           0.0023765,           0.0010392,           0.0004366,           0.0004366,           0.0004366
                 485,             0.01001,           0.0043983,           0.0011073,             0.99749,                   1,               0.995,             0.93699,           0.0072653,           0.0023643,           0.0010388,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011503,           0.0064785,           0.0012001,             0.99749,                   1,               0.995,             0.93262,           0.0073984,           0.0023899,           0.0010367,            0.000397,            0.000397,            0.000397
                 487,            0.011712,           0.0057681,            0.001246,              0.9975,                   1,               0.995,             0.93856,           0.0074186,           0.0023984,           0.0010333,           0.0003772,           0.0003772,           0.0003772
                 488,            0.011064,           0.0049715,           0.0011442,             0.99753,                   1,               0.995,             0.94577,           0.0073505,           0.0023766,           0.0010301,           0.0003574,           0.0003574,           0.0003574
                 489,            0.012961,           0.0055594,           0.0012086,              0.9975,                   1,               0.995,              0.9453,           0.0073344,           0.0023806,           0.0010277,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010659,           0.0060986,           0.0012091,             0.99754,                   1,               0.995,             0.93846,           0.0073699,           0.0023887,           0.0010253,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010984,           0.0051377,           0.0011276,              0.9975,                   1,               0.995,             0.93582,           0.0074439,           0.0023991,           0.0010208,            0.000298,            0.000298,            0.000298
                 492,            0.011177,           0.0044525,           0.0011488,              0.9975,                   1,               0.995,             0.93477,            0.007433,           0.0023937,           0.0010203,           0.0002782,           0.0002782,           0.0002782
                 493,            0.010362,           0.0048457,           0.0010824,             0.99747,                   1,               0.995,             0.93709,            0.007374,           0.0023885,           0.0010189,           0.0002584,           0.0002584,           0.0002584
                 494,            0.010609,           0.0046233,           0.0011272,             0.99746,                   1,               0.995,             0.94213,           0.0072634,           0.0023766,           0.0010186,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011186,           0.0054212,           0.0010826,             0.99741,                   1,               0.995,             0.94529,           0.0072334,           0.0023743,           0.0010171,           0.0002188,           0.0002188,           0.0002188
                 496,             0.01074,           0.0057301,           0.0012098,             0.99743,                   1,               0.995,             0.95022,           0.0072539,           0.0023768,           0.0010153,            0.000199,            0.000199,            0.000199
                 497,            0.010519,            0.004238,           0.0010873,             0.99744,                   1,               0.995,              0.9503,           0.0072755,           0.0023896,           0.0010151,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0098733,           0.0043439,           0.0010257,             0.99747,                   1,               0.995,             0.95216,           0.0072868,           0.0023954,           0.0010143,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010318,           0.0043727,           0.0010663,             0.99744,                   1,               0.995,             0.95205,            0.007274,           0.0023894,           0.0010132,           0.0001396,           0.0001396,           0.0001396
